Sketchfab_URL,SketchfabImg_URL
https://sketchfab.com/3d-models/pell-de-dinosaure-ci-dinosaures-fumanya-30367983c09f4a019e99a86196442708,https://media.sketchfab.com/models/30367983c09f4a019e99a86196442708/thumbnails/d5d9d20986824eeb9f60c50039003d70/ab15d23970fa4a53a59dcc5ef8a4bdda.jpeg
https://sketchfab.com/3d-models/dinosaur-claw-lopoly-9e7615ebb38c4def96e1d0286e37464b,https://media.sketchfab.com/models/9e7615ebb38c4def96e1d0286e37464b/thumbnails/9469464ad8654732b0a262815f7d4bd9/92b4d6e5d4394c85b9906b892b6b5a72.jpeg
https://sketchfab.com/3d-models/dinictis-cranium-d8728a44657c4906a6ec02948d64751f,https://media.sketchfab.com/models/d8728a44657c4906a6ec02948d64751f/thumbnails/16b88a640ddc445689f5a7805c1dbc75/28f2b9edc8d748d99a4df6edf5a35684.jpeg
https://sketchfab.com/3d-models/cretaceous-fossil-fish-birug-10210-71d33e99f8104eb5bc3019f6fadf76e1,https://media.sketchfab.com/models/71d33e99f8104eb5bc3019f6fadf76e1/thumbnails/a77085827b5649dd8a9bd90c1075fc95/8dffdf39bfab49199682f09ec0e187a4.jpeg
https://sketchfab.com/3d-models/tyrannosaurus-rex-30-652f56411cd346c080cfcdfa2b629136,https://media.sketchfab.com/models/652f56411cd346c080cfcdfa2b629136/thumbnails/8f053ef571844ab3892b05506b34a54f/9264f94c045b408f9c2539ee1a90e4d5.jpeg
https://sketchfab.com/3d-models/fossil-ammonite-a223af35a86d4afbbefe01dde41f6e06,https://media.sketchfab.com/models/a223af35a86d4afbbefe01dde41f6e06/thumbnails/ed83364063c94efc8f60a5a14b5ff30a/17317f2b90894c5487ca34659a220468.jpeg
https://sketchfab.com/3d-models/dinosaur-footprint-67bde18b4e884d2c9f2e947233465c1e,https://media.sketchfab.com/models/67bde18b4e884d2c9f2e947233465c1e/thumbnails/4689859c081e4eb48a4a8f72b432bdd8/28c134d4060f4c478bdcea8d473a375b.jpeg
https://sketchfab.com/3d-models/scelidosaurus-sp-84889b8b253248d9a35dea42f8bb22bc,https://media.sketchfab.com/models/84889b8b253248d9a35dea42f8bb22bc/thumbnails/b94f05b4b5734124a6ba849560d4599f/5035354584bd46d48fb16793ba2ba330.jpeg
https://sketchfab.com/3d-models/sabretooth-skull-d48372789c82434881d05fd489ca2c14,https://media.sketchfab.com/models/d48372789c82434881d05fd489ca2c14/thumbnails/85ffee595caa4ef29f63c67e7541dc93/b9aa179c707c43598d3e22049df4ecde.jpeg
https://sketchfab.com/3d-models/cyrtometopus-clavifrons-fossil-trilobyte-a30c1f17785f40e1a2b4d92c42ca99c0,https://media.sketchfab.com/models/a30c1f17785f40e1a2b4d92c42ca99c0/thumbnails/0ba37be4ac2141eb9c2320d9e35799ae/f722542afd644abab1f9fa47414e2227.jpeg
https://sketchfab.com/3d-models/tyrannosaurus-rexskull-and-jaw-8ead7e1ec1c5401ba8cbc06727d6e7e8,https://media.sketchfab.com/models/8ead7e1ec1c5401ba8cbc06727d6e7e8/thumbnails/94477bb83a4f438a9ee8fd56d656c807/720x405.jpeg
https://sketchfab.com/3d-models/tyrannosaurus-rex-stan-skeleton-cce153b1ac164550b3acbc96495cce64,https://media.sketchfab.com/models/cce153b1ac164550b3acbc96495cce64/thumbnails/5790c2023e8748acb55290f903bd4746/9614f18560144276a408a3ccbce8e335.jpeg
